name,manaCost,types,subtypes,supertypes,power,toughness,text,keywords,colors,rarity,setCode,layout
Iroh's Demonstration,{1}{R},Sorcery,Lesson,,,,"Choose one —
• Iroh's Demonstration deals 1 damage to each creature your opponents control.
• Iroh's Demonstration deals 4 damage to target creature.",,R,uncommon,TLA,normal
Island,,Land,Island,Basic,,,({T}: Add {U}.),,,common,TLA,normal
It'll Quench Ya!,{1}{U},Instant,Lesson,,,,Counter target spell unless its controller pays {2}.,,U,common,TLA,normal
Jasmine Dragon Tea Shop,,Land,,,,,"{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast an Ally spell or activate an ability of an Ally source.
{5}, {T}: Create a 1/1 white Ally creature token.",,,rare,TLA,normal
"Jeong Jeong, the Deserter",{2}{R},Creature,"Human, Rebel, Ally",Legendary,2,3,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
Exhaust — {3}: Put a +1/+1 counter on Jeong Jeong. When you next cast a Lesson spell this turn, copy it and you may choose new targets for the copy. (Activate each exhaust ability only once.)","Exhaust, Firebending",R,uncommon,TLA,normal
Jeong Jeong's Deserters,{1}{W},Creature,"Human, Rebel, Ally",,1,2,"When this creature enters, put a +1/+1 counter on target creature.",,W,common,TLA,normal
"Jet, Freedom Fighter",{2}{R/W}{R/W}{R/W},Creature,"Human, Rebel, Ally",Legendary,3,1,"When Jet enters, he deals damage equal to the number of creatures you control to target creature an opponent controls.
When Jet dies, put a +1/+1 counter on each of up to two target creatures.",,"W, R",uncommon,TLA,normal
"Jet, Rebel Leader",{3}{W},Creature,"Human, Rebel, Ally",Legendary,3,4,"Whenever Jet attacks, look at the top five cards of your library. You may put a creature card with mana value 3 or less from among them onto the battlefield tapped and attacking. Put the rest on the bottom of your library in a random order.",,W,rare,TLE,normal
Jet's Brainwashing,{R},Sorcery,,,,,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Target creature can't block this turn. If this spell was kicked, gain control of that creature until end of turn, untap it, and it gains haste until end of turn.
Create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",Kicker,R,uncommon,TLA,normal
Join the Dance,{G}{W},Sorcery,,,,,"Create two 1/1 white Human creature tokens.
Flashback {3}{G}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Flashback,"W, G",mythic,TLE,normal
"Joo Dee, One of Many",{1}{B},Creature,"Human, Advisor",,2,2,"{B}, {T}: Surveil 1. Create a token that's a copy of this creature, then sacrifice an artifact or creature. Activate only as a sorcery. (To surveil 1, look at the top card of your library. You may put it into your graveyard.)",Surveil,B,uncommon,TLA,normal
"June, Bounty Hunter",{1}{B},Creature,"Human, Mercenary",Legendary,2,2,"June can't be blocked as long as you've drawn two or more cards this turn.
{1}, Sacrifice another creature: Create a Clue token. Activate only during your turn. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,B,uncommon,TLA,normal
"Katara, Bending Prodigy",{2}{U},Creature,"Human, Warrior, Ally",Legendary,2,3,"At the beginning of your end step, if Katara is tapped, put a +1/+1 counter on her.
Waterbend {6}: Draw a card. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",Waterbend,U,uncommon,TLA,normal
"Katara, Heroic Healer",{4}{W},Creature,"Human, Warrior, Ally",Legendary,2,3,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When Katara enters, put a +1/+1 counter on each other creature you control.",Lifelink,W,uncommon,TLE,normal
"Katara, Seeking Revenge",{3}{U/B},Creature,"Human, Warrior, Ally",Legendary,3,3,"As an additional cost to cast this spell, you may waterbend {2}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
When Katara enters, draw a card, then discard a card unless her additional cost was paid.
Katara gets +1/+1 for each Lesson card in your graveyard.",Waterbend,"U, B",uncommon,TLE,normal
"Katara, the Fearless",{G}{W}{U},Creature,"Human, Warrior, Ally",Legendary,3,3,"If a triggered ability of an Ally you control triggers, that ability triggers an additional time.",,"W, U, G",rare,TLA,normal
"Katara, Water Tribe's Hope",{2}{W}{U}{U},Creature,"Human, Warrior, Ally",Legendary,3,3,"Vigilance
When Katara enters, create a 1/1 white Ally creature token.
Waterbend {X}: Creatures you control have base power and toughness X/X until end of turn. X can't be 0. Activate only during your turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)","Vigilance, Waterbend","W, U",rare,TLA,normal
"Katara, Waterbending Master",{1}{U},Creature,"Human, Warrior, Ally",Legendary,1,3,"Whenever you cast a spell during an opponent's turn, you get an experience counter.
Whenever Katara attacks, you may draw a card for each experience counter you have. If you do, discard a card.",,U,mythic,TLE,normal
Katara's Reversal,{2}{U}{U},Instant,,,,,"Counter up to four target spells and/or abilities.
Untap up to four target artifacts and/or creatures.",,U,rare,TLE,normal
Kindly Customer,{1}{W},Creature,"Human, Citizen",,1,1,"When this creature enters, draw a card.",,W,common,TLE,normal
Knowledge Seeker,{1}{U},Creature,"Fox, Spirit",,2,1,"Vigilance
Whenever you draw your second card each turn, put a +1/+1 counter on this creature.
When this creature dies, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",Vigilance,U,uncommon,TLA,normal
Koala-Sheep,{2}{W},Creature,"Bear, Sheep",,3,2,"When this creature enters, you gain 3 life.",,W,common,TLE,normal
"Koh, the Face Stealer",{4}{B}{B},Creature,"Shapeshifter, Spirit",Legendary,6,6,"When Koh enters, exile up to one other target creature.
Whenever another nontoken creature dies, you may exile it.
Pay 1 life: Choose a creature card exiled with Koh.
Koh has all activated and triggered abilities of the last chosen card.",,B,mythic,TLA,normal
"Koma, Cosmos Serpent",{3}{G}{G}{U}{U},Creature,Serpent,Legendary,6,6,"This spell can't be countered.
At the beginning of each upkeep, create a 3/3 blue Serpent creature token named Koma's Coil.
Sacrifice another Serpent: Choose one —
• Tap target permanent. Its activated abilities can't be activated this turn.
• Koma gains indestructible until end of turn.",,"U, G",mythic,TLE,normal
Komodo Rhino,{3}{R},Creature,"Lizard, Rhino",,5,2,Trample (This creature can deal excess combat damage to the player it's attacking.),Trample,R,common,TLE,normal
Kyoshi Battle Fan,{2},Artifact,Equipment,,,,"When this Equipment enters, create a 1/1 white Ally creature token, then attach this Equipment to it.
Equipped creature gets +1/+0.
Equip {2} ({2}:Attach to target creature you control. Equip only as a sorcery.)",Equip,,common,TLA,normal
Kyoshi Island Plaza,{3}{G},Enchantment,Shrine,Legendary,,,"When Kyoshi Island Plaza enters, search your library for up to X basic land cards, where X is the number of Shrines you control. Put those cards onto the battlefield tapped, then shuffle.
Whenever another Shrine you control enters, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,G,uncommon,TLA,normal
Kyoshi Village,,Land,,,,,"This land enters tapped.
{T}: Add {G} or {W}.
{4}, {T}, Sacrifice this land: Draw a card.",,,common,TLA,normal
Kyoshi Warrior Exemplars,{3}{G},Creature,"Human, Warrior, Ally",,4,3,"Whenever this creature attacks, if you control eight or more lands, creatures you control get +2/+2 until end of turn.",,G,uncommon,TLE,normal
Kyoshi Warrior Guard,{1}{W},Creature,"Human, Warrior, Ally",,2,3,,,W,common,TLE,normal
Kyoshi Warriors,{3}{W},Creature,"Human, Warrior, Ally",,3,3,"When this creature enters, create a 1/1 white Ally creature token.",,W,common,TLA,normal
Leaves from the Vine,{1}{G},Enchantment,Saga,,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Mill three cards, then create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
II — Put a +1/+1 counter on each of up to two target creatures you control.
III — Draw a card if there's a creature or Lesson card in your graveyard.","Food, Mill",G,uncommon,TLA,normal
Lightning Bolt,{R},Instant,,,,,Lightning Bolt deals 3 damage to any target.,,R,mythic,TLE,normal
Lightning Strike,{1}{R},Instant,,,,,Lightning Strike deals 3 damage to any target.,,R,common,TLA,normal
Lion Vulture,{3}{B},Creature,"Cat, Bird",,2,2,"Flying (This creature can't be blocked except by creatures with flying or reach.)
At the beginning of your end step, if an opponent lost life this turn, put a +1/+1 counter on this creature and draw a card. (Damage causes loss of life.)",Flying,B,rare,TLE,normal
"Lita, Mechanical Engineer",{2}{W},"Artifact, Creature",Artificer,Legendary,3,3,"Vigilance
At the beginning of your end step, untap each other artifact creature you control.
{3}{W}, {T}: Create a 5/5 colorless Vehicle artifact token named Zeppelin with flying and crew 3. (It has ""Tap any number of creatures you control with total power 3 or more: This token becomes an artifact creature until end of turn."")",Vigilance,W,mythic,TLE,normal
"Lo and Li, Royal Advisors",{2}{B}{B},Creature,"Human, Advisor",Legendary,3,3,"Whenever an opponent discards a card or mills one or more cards, put a +1/+1 counter on each Advisor you control.
{2}{U/B}: Target player mills four cards. (They put the top four cards of their library into their graveyard.)",Mill,B,rare,TLE,normal
"Lo and Li, Twin Tutors",{4}{B},Creature,"Human, Advisor",Legendary,2,2,"When Lo and Li enter, search your library for a Lesson or Noble card, reveal it, put it into your hand, then shuffle.
Noble creatures you control and Lesson spells you control have lifelink.",,B,uncommon,TLA,normal
"Long Feng, Grand Secretariat",{1}{B/G}{B/G},Creature,"Human, Advisor",Legendary,2,3,"Whenever another creature you control or a land you control is put into a graveyard from the battlefield, put a +1/+1 counter on target creature you control.",,"B, G",uncommon,TLA,normal
"Longshot, Rebel Bowman",{3}{R},Creature,"Human, Rebel, Ally",Legendary,3,3,"Reach (This creature can block creatures with flying.)
Noncreature spells you cast cost {1} less to cast.
Whenever you cast a noncreature spell, Longshot deals 2 damage to each opponent.",Reach,R,uncommon,TLE,normal
Lost Days,{4}{U},Instant,Lesson,,,,"The owner of target creature or enchantment puts it into their library second from the top or on the bottom. You create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,U,common,TLA,normal
Lost in Memories,{1}{R},Enchantment,Aura,,,,"Flash
Enchant creature you control
Enchanted creature gets +1/+1 and has ""Whenever this creature deals combat damage to a player, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost."" (You may cast that card from your graveyard for its flashback cost. Then exile it.)","Enchant, Flash",R,rare,TLE,normal
Lost in the Spirit World,{2}{U},Sorcery,,,,,"Return up to one target creature to its owner's hand. Create a 1/1 colorless Spirit creature token with ""This token can't block or be blocked by non-Spirit creatures.""",,U,uncommon,TLE,normal
Loyal Fire Sage,{2}{R},Creature,"Human, Cleric, Ally",,3,3,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
{5}: Create a 1/1 white Ally creature token.",Firebending,R,uncommon,TLE,normal
Mai and Zuko,{1}{U}{B}{R},Creature,"Human, Noble, Ally",Legendary,3,5,"Firebending 3
You may cast Ally spells and artifact spells as though they had flash.",Firebending,"U, B, R",rare,TLE,normal
"Mai, Jaded Edge",{1}{R},Creature,"Human, Noble",Legendary,1,3,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Exhaust — {3}: Put a double strike counter on Mai. (Activate each exhaust ability only once.)","Prowess, Exhaust",R,uncommon,TLA,normal
"Mai, Scornful Striker",{1}{B},Creature,"Human, Noble, Ally",Legendary,2,2,"First strike
Whenever a player casts a noncreature spell, they lose 2 life.",First strike,B,rare,TLA,normal
Many Partings,{G},Sorcery,,,,,"Search your library for a basic land card, reveal it, put it into your hand, then shuffle. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",Food,G,common,TLE,normal
Master Pakku,{1}{U},Creature,"Human, Advisor, Ally",Legendary,1,3,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Master Pakku becomes tapped, target player mills X cards, where X is the number of Lesson cards in your graveyard. (They put the top X cards of their library into their graveyard.)","Prowess, Mill",U,uncommon,TLA,normal
Master Piandao,{4}{W},Creature,"Human, Warrior, Ally",Legendary,4,4,"First strike
Whenever Master Piandao attacks, look at the top four cards of your library. You may reveal an Ally, Equipment, or Lesson card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",First strike,W,uncommon,TLA,normal
Master's Guidance,{2}{G},Enchantment,,,,,"Whenever you attack with two or more legendary creatures, put a +1/+1 counter on each of up to two target attacking creatures.
At the beginning of your end step, if you control a creature with power 4 or greater, draw a card.",,G,rare,TLE,normal
Match the Odds,{2}{G},Sorcery,Lesson,,,,Create a 1/1 white Ally creature token. Put a +1/+1 counter on it for each creature your opponents control.,,G,uncommon,TLE,normal
Mechanical Glider,{1},Artifact,Equipment,,,,"When this Equipment enters, attach it to target creature you control.
Equipped creature has flying. (It can't be blocked except by creatures with flying or reach.)
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",Equip,,common,TLE,normal
Meditation Pools,,Land,,,,,"This land enters tapped.
{T}: Add {G} or {U}.
{4}, {T}, Sacrifice this land: Draw a card.",,,common,TLA,normal
Merchant of Many Hats,{1}{B},Creature,"Human, Peasant, Ally",,2,2,{2}{B}: Return this card from your graveyard to your hand.,,B,common,TLA,normal
Messenger Hawk,{2}{U/B},Creature,"Bird, Scout",,1,2,"Flying
When this creature enters, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
This creature gets +2/+0 as long as you've drawn two or more cards this turn.",Flying,"U, B",common,TLA,normal
Meteor Sword,{7},Artifact,Equipment,,,,"When this Equipment enters, destroy target permanent.
Equipped creature gets +3/+3.
Equip {3} ({3}:Attach to target creature you control. Equip only as a sorcery.)",Equip,,uncommon,TLA,normal
Meteorite,{5},Artifact,,,,,"When this artifact enters, it deals 2 damage to any target.
{T}: Add one mana of any color.",,,mythic,TLE,normal
Mirrorwing Dragon,{3}{R}{R},Creature,Dragon,,4,5,"Flying
Whenever a player casts an instant or sorcery spell that targets only this creature, that player copies that spell for each other creature they control that the spell could target. Each copy targets a different one of those creatures.",Flying,R,mythic,TLE,normal
Misty Palms Oasis,,Land,,,,,"This land enters tapped.
{T}: Add {W} or {B}.
{4}, {T}, Sacrifice this land: Draw a card.",,,common,TLA,normal
"Moku, Meandering Drummer",{1}{R},Creature,"Human, Bard, Ally",Legendary,2,2,"Whenever you cast a noncreature spell, you may pay {1}. If you do, Moku gets +2/+1 and creatures you control gain haste until end of turn.",,R,uncommon,TLE,normal
"Momo, Friendly Flier",{W},Creature,"Lemur, Bat, Ally",Legendary,1,1,"Flying
The first non-Lemur creature spell with flying you cast during each of your turns costs {1} less to cast.
Whenever another creature you control with flying enters, Momo gets +1/+1 until end of turn.",Flying,W,rare,TLA,normal
"Momo, Playful Pet",{W},Creature,"Lemur, Bat, Ally",Legendary,1,1,"Flying, vigilance
When Momo leaves the battlefield, choose one —
• Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
• Put a +1/+1 counter on target creature you control.
• Scry 2.","Scry, Flying, Vigilance, Food",W,uncommon,TLA,normal
"Momo, Rambunctious Rascal",{2}{W},Creature,"Lemur, Bat, Ally",Legendary,1,1,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Momo enters, he deals 4 damage to target tapped creature an opponent controls.",Flying,W,uncommon,TLE,normal
Momo's Heist,{2}{R},Sorcery,,,,,"Gain control of target artifact. Untap it. It gains haste. At the beginning of the next end step, sacrifice it.",,R,rare,TLE,normal
Mongoose Lizard,{4}{R}{R},Creature,"Mongoose, Lizard",,5,6,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, it deals 1 damage to any target.
Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)","Mountaincycling, Landcycling, Menace, Typecycling, Cycling",R,common,TLA,normal
Monk Gyatso,{3}{W},Creature,"Human, Monk",Legendary,3,3,"Whenever another creature you control becomes the target of a spell or ability, you may airbend that creature. (Exile it. While it's exiled, its owner may cast it for {2} rather than its mana cost.)",Airbend,W,rare,TLE,normal
Mountain,,Land,Mountain,Basic,,,({T}: Add {R}.),,,common,TLA,normal
Mystic Remora,{U},Enchantment,,,,,"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Whenever an opponent casts a noncreature spell, you may draw a card unless that player pays {4}.",Cumulative upkeep,U,mythic,TLE,normal
Mystical Tutor,{U},Instant,,,,,"Search your library for an instant or sorcery card, reveal it, then shuffle and put that card on top.",,U,rare,TLE,normal
Nightmares and Daydreams,{2}{U},Enchantment,Saga,,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Until your next turn, whenever you cast an instant or sorcery spell, target player mills cards equal to that spell's mana value.
IV — Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.",Mill,U,rare,TLE,saga
North Pole Gates,,Land,,,,,"This land enters tapped.
{T}: Add {W} or {U}.
{4}, {T}, Sacrifice this land: Draw a card.",,,common,TLA,normal
North Pole Patrol,{2}{U},Creature,"Human, Soldier, Ally",,2,3,"{T}: Untap another target permanent you control.
Waterbend {3}, {T}: Tap target creature an opponent controls. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",Waterbend,U,uncommon,TLA,normal
Northern Air Temple,{B},Enchantment,Shrine,Legendary,,,"When Northern Air Temple enters, each opponent loses X life and you gain X life, where X is the number of Shrines you control.
Whenever another Shrine you control enters, each opponent loses 1 life and you gain 1 life.",,B,uncommon,TLA,normal
Noxious Gearhulk,{4}{B}{B},"Artifact, Creature",Construct,,5,4,"Menace
When this creature enters, you may destroy another target creature. If a creature is destroyed this way, you gain life equal to its toughness.",Menace,B,mythic,TLE,normal
"Nyla, Shirshu Sleuth",{4}{B},Creature,"Mole, Beast",Legendary,4,5,"When Nyla enters, exile up to one target creature card from your graveyard. If you do, you lose X life and create X Clue tokens, where X is that card's mana value. (A Clue token is an artifact with ""{2}, Sacrifice this token: Draw a card."")
At the beginning of your end step, if you control no Clues, return target card exiled with Nyla to its owner's hand.",,B,rare,TLE,normal
Obscuring Haze,{2}{G},Instant,,,,,"If you control a commander, you may cast this spell without paying its mana cost.
Prevent all damage that would be dealt this turn by creatures your opponents control.",,G,rare,TLE,normal
Obsessive Pursuit,{1}{B},Enchantment,,,,,"When this enchantment enters and at the beginning of your upkeep, you lose 1 life and create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you attack, put X +1/+1 counters on target attacking creature, where X is the number of permanents you've sacrificed this turn. If X is three or greater, that creature gains lifelink until end of turn.",,B,rare,TLA,normal
Octopus Form,{U},Instant,Lesson,,,,Target creature you control gets +1/+1 and gains hexproof until end of turn. Untap it. (It can't be the target of spells or abilities your opponents control.),,U,common,TLA,normal
Omashu City,,Land,,,,,"This land enters tapped.
{T}: Add {R} or {G}.
{4}, {T}, Sacrifice this land: Draw a card.",,,common,TLA,normal
Origin of Metalbending,{1}{G},Instant,Lesson,,,,"Choose one —
• Destroy target artifact or enchantment.
• Put a +1/+1 counter on target creature you control. It gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",,G,common,TLA,normal
Ostrich-Horse,{2}{G},Creature,"Bird, Horse",,3,1,"When this creature enters, mill three cards. You may put a land card from among them into your hand. If you don't, put a +1/+1 counter on this creature. (To mill three cards, put the top three cards of your library into your graveyard.)",Mill,G,common,TLA,normal
Otter-Penguin,{1}{U},Creature,"Otter, Bird",,2,1,"Whenever you draw your second card each turn, this creature gets +1/+2 until end of turn and can't be blocked this turn.",,U,common,TLA,normal
Overwhelming Victory,{4}{R},Instant,Lesson,,,,"Overwhelming Victory deals 5 damage to target creature. Each creature you control gains trample and gets +X/+0 until end of turn, where X is the amount of excess damage dealt this way.",,R,rare,TLE,normal
"Ozai, the Phoenix King",{2}{B}{B}{R}{R},Creature,"Human, Noble",Legendary,7,7,"Trample, firebending 4, haste
If you would lose unspent mana, that mana becomes red instead.
Ozai has flying and indestructible as long as you have six or more unspent mana.","Haste, Trample, Firebending","B, R",mythic,TLA,normal
Ozai's Cruelty,{2}{B},Sorcery,Lesson,,,,Ozai's Cruelty deals 2 damage to target player. That player discards two cards.,,B,uncommon,TLA,normal
Path to Redemption,{1}{W},Enchantment,Aura,,,,"Enchant creature
Enchanted creature can't attack or block.
{5}, Sacrifice this Aura: Exile enchanted creature. Create a 1/1 white Ally creature token. Activate only during your turn.",Enchant,W,common,TLA,normal
Phoenix Fleet Airship,{2}{B}{B},Artifact,Vehicle,,4,4,"Flying
At the beginning of your end step, if you sacrificed a permanent this turn, create a token that's a copy of this Vehicle.
As long as you control eight or more permanents named Phoenix Fleet Airship, this Vehicle is an artifact creature.
Crew 1","Flying, Crew",B,mythic,TLA,normal
Pillar Launch,{G},Instant,,,,,Target creature gets +2/+2 and gains reach until end of turn. Untap it.,,G,common,TLA,normal
"Pipsqueak, Rebel Strongarm",{2}{W},Creature,"Human, Rebel, Ally",Legendary,4,4,Pipsqueak can't attack alone unless he has a +1/+1 counter on him.,,W,uncommon,TLE,normal
Pirate Peddlers,{2}{B},Creature,"Human, Pirate",,2,2,"Deathtouch
Whenever you sacrifice another permanent, put a +1/+1 counter on this creature.",Deathtouch,B,common,TLA,normal
Plains,,Land,Plains,Basic,,,({T}: Add {W}.),,,common,TLA,normal
Planetarium of Wan Shi Tong,{6},Artifact,,Legendary,,,"{1}, {T}: Scry 2.
Whenever you scry or surveil, look at the top card of your library. You may cast that card without paying its mana cost. Do this only once each turn. (Look at the card after you scry or surveil.)",Scry,,mythic,TLA,normal
Platypus-Bear,{1}{G/U},Creature,"Platypus, Bear",,2,3,"Defender
When this creature enters, mill two cards. (Put the top two cards of your library into your graveyard.)
As long as there is a Lesson card in your graveyard, this creature can attack as though it didn't have defender.","Mill, Defender","U, G",common,TLA,normal
Pretending Poxbearers,{1}{W/B},Creature,"Human, Citizen, Ally",,2,1,"When this creature dies, create a 1/1 white Ally creature token.",,"W, B",common,TLA,normal
Price of Freedom,{1}{R},Sorcery,Lesson,,,,"Destroy target artifact or land an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.
Draw a card.",,R,uncommon,TLA,normal
Princess Yue,{2}{U},Creature,"Human, Noble, Ally",Legendary,3,2,"When Princess Yue dies, if she was a nonland creature, return this card to the battlefield tapped under your control. She's a land named Moon. She gains ""{T}: Add {C}."" (She's still legendary.)
{T}: Scry 2.",Scry,U,uncommon,TLE,normal
"Professor Zei, Anthropologist",{U/R}{U/R},Creature,"Human, Advisor, Ally",Legendary,0,3,"{T}, Discard a card: Draw a card.
{1}, {T}, Sacrifice Professor Zei: Return target instant or sorcery card from your graveyard to your hand. Activate only during your turn.",,"U, R",uncommon,TLA,normal
Prosperity,{X}{U},Sorcery,,,,,Each player draws X cards.,,U,mythic,TLE,normal
Purple Pentapus,{B},Creature,"Octopus, Starfish",,1,1,"When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
{2}{B}, Tap an untapped creature you control: Return this card from your graveyard to the battlefield tapped.",Surveil,B,common,TLE,normal
Rabaroo Troop,{3}{W}{W},Creature,"Rabbit, Kangaroo",,3,5,"Landfall — Whenever a land you control enters, this creature gains flying until end of turn and you gain 1 life.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)","Plainscycling, Landcycling, Typecycling, Cycling, Landfall",W,common,TLA,normal
Ran and Shaw,{3}{R}{R},Creature,Dragon,Legendary,4,4,"Flying, firebending 2
When Ran and Shaw enter, if you cast them and there are three or more Dragon and/or Lesson cards in your graveyard, create a token that's a copy of Ran and Shaw, except it's not legendary.
{3}{R}: Dragons you control get +2/+0 until end of turn.","Flying, Firebending",R,rare,TLA,normal
Raucous Audience,{1}{G},Creature,"Human, Citizen",,2,1,"{T}: Add {G}. If you control a creature with power 4 or greater, add {G}{G} instead.",,G,common,TLA,normal
Raven Eagle,{2}{B},Creature,"Bird, Assassin",,2,3,"Flying
Whenever this creature enters or attacks, exile up to one target card from a graveyard. If a creature card is exiled this way, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you draw your second card each turn, each opponent loses 1 life and you gain 1 life.",Flying,B,rare,TLA,normal
Razor Rings,{1}{W},Instant,,,,,Razor Rings deals 4 damage to target attacking or blocking creature. You gain life equal to the excess damage dealt this way.,,W,common,TLA,normal
Realm of Koh,,Land,,,,,"This land enters tapped unless you control a basic land.
{T}: Add {B}.
{3}{B}, {T}: Create a 1/1 colorless Spirit creature token with ""This token can't block or be blocked by non-Spirit creatures.""",,,rare,TLA,normal
Rebellious Captives,{1}{G},Creature,"Human, Peasant, Ally",,2,2,"Exhaust — {6}: Put two +1/+1 counters on this creature, then earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped. Activate each exhaust ability only once.)","Exhaust, Earthbend",G,common,TLA,normal
Reckless Blaze,{3}{R}{R},Sorcery,Lesson,,,,"Reckless Blaze deals 5 damage to each creature. Whenever a creature you control dealt damage this way dies this turn, add {R}.",,R,rare,TLE,normal
Redirect Lightning,{R},Instant,Lesson,,,,"As an additional cost to cast this spell, pay 5 life or pay {2}.
Change the target of target spell or ability with a single target.",,R,rare,TLA,normal
Release to Memory,{3}{W},Instant,,,,,"Exile target opponent's graveyard. For each creature card exiled this way, create a 1/1 colorless Spirit creature token.",,W,mythic,TLE,normal
Rending Volley,{R},Instant,,,,,"This spell can't be countered.
Rending Volley deals 4 damage to target white or blue creature.",,R,mythic,TLE,normal
Return of the Wildspeaker,{4}{G},Instant,,,,,"Choose one —
• Draw cards equal to the greatest power among non-Human creatures you control.
• Non-Human creatures you control get +3/+3 until end of turn.",,G,mythic,TLE,normal
Rhys the Redeemed,{G/W},Creature,"Elf, Warrior",Legendary,1,1,"{2}{G/W}, {T}: Create a 1/1 green and white Elf Warrior creature token.
{4}{G/W}{G/W}, {T}: For each creature token you control, create a token that's a copy of that creature.",,"W, G",mythic,TLE,normal
Rites of Flourishing,{2}{G},Enchantment,,,,,"At the beginning of each player's draw step, that player draws an additional card.
Each player may play an additional land on each of their turns.",,G,mythic,TLE,normal
Rockalanche,{2}{G},Sorcery,Lesson,,,,"Earthbend X, where X is the number of Forests you control. (Target land you control becomes a 0/0 creature with haste that's still a land. Put X +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
Flashback {5}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","Earthbend, Flashback",G,uncommon,TLA,normal
Rocky Rebuke,{1}{G},Instant,,,,,Target creature you control deals damage equal to its power to target creature an opponent controls.,,G,common,TLA,normal
Roku's Mastery,{X}{R}{R},Instant,,,,,"Roku's Mastery deals X damage to target creature. If X is 4 or greater, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)",Scry,R,uncommon,TLE,normal
Rough Rhino Cavalry,{4}{R},Creature,"Human, Mercenary",,5,5,"Firebending 2 (Whenever this creature attacks, add {R}{R}. This mana lasts until end of combat.)
Exhaust — {8}: Put two +1/+1 counters on this creature. It gains trample until end of turn. (Activate each exhaust ability only once.)","Exhaust, Firebending",R,common,TLA,normal
Rowdy Snowballers,{2}{U},Creature,"Human, Peasant, Ally",,2,2,"When this creature enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",,U,common,TLA,normal
Ruinous Waterbending,{1}{B}{B},Sorcery,Lesson,,,,"As an additional cost to cast this spell, you may waterbend {4}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
All creatures get -2/-2 until end of turn. If this spell's additional cost was paid, whenever a creature dies this turn, you gain 1 life.",Waterbend,B,uncommon,TLA,normal
Rumble Arena,,Land,,,,,"Vigilance
When this land enters, scry 1. (Look at the top card of your library. You may put it on the bottom.)
{T}: Add {C}.
{1}, {T}: Add one mana of any color.","Vigilance, Scry",,common,TLA,normal
